ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: ancho,Meta: Alto,Meta: Largo,Meta: Peso,Meta: tara
25,simple,10DC CW,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar; mercaderia; expandier espacio temporal en tu empresa o casa. Los contenedores estan usados; aunque en general siempre tenemos nuevos para este producto tan especial
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > CW, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
26,simple,10DC ASIS,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar; mercaderia; expandier espacio temporal en tu empresa o casa. Los contenedores estan usados; aunque en general siempre tenemos nuevos para este producto tan especial
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > ASIS, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
27,simple,10DC NEW,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica; disponemos de varios colores; aunque; al ser tan especiales; suelen hacerse por encargo.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > NEW, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
28,simple,10DC 1st Voyage,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica; disponemos de varios colores; aunque; al ser tan especiales; suelen hacerse por encargo.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > 1st Voyage, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
29,simple,10DC IICL,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar; mercaderia; expandier espacio temporal en tu empresa o casa. Los contenedores estan usados; aunque en general siempre tenemos nuevos para este producto tan especial
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > IICL, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
30,simple,10DC SCRAP,10 PIES,1,0,visible,NULL,"contenedores que han sufrido daños muy severos; desconocemos el daño especifico del contenedor; pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > SCRAP, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
31,simple,10HC CW,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar; mercaderia; expandier espacio temporal en tu empresa o casa. Los contenedores estan usados; aunque en general siempre tenemos nuevos para este producto tan especial
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > CW, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
32,simple,10HC ASIS,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar; mercaderia; expandier espacio temporal en tu empresa o casa. Los contenedores estan usados; aunque en general siempre tenemos nuevos para este producto tan especial
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > ASIS, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
33,simple,10HC NEW,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica; disponemos de varios colores; aunque; al ser tan especiales; suelen hacerse por encargo.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > NEW, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
34,simple,10HC 1st Voyage,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica; disponemos de varios colores; aunque; al ser tan especiales; suelen hacerse por encargo.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > 1st Voyage, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
35,simple,10HC IICL,10 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar; mercaderia; expandier espacio temporal en tu empresa o casa. Los contenedores estan usados; aunque en general siempre tenemos nuevos para este producto tan especial
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > IICL, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
36,simple,10HC SCRAP,10 PIES,1,0,visible,NULL,"contenedores que han sufrido daños muy severos; desconocemos el daño especifico del contenedor; pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 10PIES, Condition > SCRAP, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,3.02,0,0
37,simple,20DC CW,20 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
38,simple,20DC ASIS,20 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada; sin duda es su relacion; calidad - precio es lo que que recomendamos para nuestros clientes.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
39,simple,20DC NEW,20 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
40,simple,20DC 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
41,simple,20DC IICL,20 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado; suelen ser del 2010 al 2012
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > IICL, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
42,simple,20DC SCRAP,20 PIES,1,0,visible,NULL,"contenedores que han sufrido daños muy severos; desconocemos el daño especifico del contenedor; pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > SCRAP, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
43,simple,20HC CW,20 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
