ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: ancho,Meta: Alto,Meta: Largo,Meta: Peso,Meta: tara
44,simple,20HC ASIS,20 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Tambien puedes modificarlo y hacer una casa; oficina o cualquier proyecto modular que te haga ilucion; ayudando al medio ambiente y a ser mas ecofriendly. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada; por su relacion; calidad - precio; es lo que que recomendamos para nuestros clientes.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
45,simple,20HC NEW,20 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
46,simple,20HC 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
47,simple,20HC IICL,20 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado; suelen ser del 2010 al 2012
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > IICL, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
48,simple,20HC SCRAP,20 PIES,1,0,visible,NULL,"contenedores que han sufrido daños muy severos; desconocemos el daño especifico del contenedor; pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > SCRAP, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
49,simple,20HC PW CW,20 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Dry > HC PW",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
50,simple,20HC PW ASIS,20 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Tambien puedes modificarlo y hacer una casa; oficina o cualquier proyecto modular que te haga ilucion; ayudando al medio ambiente y a ser mas ecofriendly. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada; por su relacion; calidad - precio; es lo que que recomendamos para nuestros clientes.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Dry > HC PW",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
51,simple,20HC PW NEW,20 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Dry > HC PW",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
52,simple,20HC PW 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Dry > HC PW",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
53,simple,20HC PW IICL,20 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado; suelen ser del 2010 al 2012
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > IICL, general > Dry > HC PW",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
54,simple,20HC PW SCRAP,20 PIES,1,0,visible,NULL,"contenedores que han sufrido daños muy severos; desconocemos el daño especifico del contenedor; pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > SCRAP, general > Dry > HC PW",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
55,simple,20RF CW,20 PIES,1,0,visible,NULL,"Contenedores frigorificos; estos contenedores podemos usarlos para todo tipo de mercaderia; tanto refrigerada con el motor prendido para su conservacion; como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo; recomendamos mirar los contenedores para almacenaje; la relacion calidad precio es mejor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Reefer > RF",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
56,simple,20RF ASIS,20 PIES,1,0,visible,NULL,"""Contenedores utilizados para almacenar mercaderia donde por diferente motivos; su temperatura debe ser menor a la normal y los contenedores que denominamos""""secos"""" no cuentan con el aislamiento que permita esto. Los contenedores contenedores no tienen el motor funcionando pero si tiene la estructura en optimas condiciones. ""
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Reefer > RF",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
57,simple,20RF NEW,20 PIES,1,0,visible,NULL,"Contenedores frigorificos; estos contenedores podemos usarlos para todo tipo de mercaderia; tanto refrigerada con el motor prendido para su conservacion; como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo; recomendamos mirar los contenedores para almacenaje; la relacion calidad precio es mejor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Reefer > RF",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
58,simple,20RF 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores frigorificos; estos contenedores podemos usarlos para todo tipo de mercaderia; tanto refrigerada con el motor prendido para su conservacion; como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo; recomendamos mirar los contenedores para almacenaje; la relacion calidad precio es mejor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Reefer > RF",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
59,simple,20RH CW,20 PIES,1,0,visible,NULL,"Contenedores frigorificos; estos contenedores podemos usarlos para todo tipo de mercaderia; tanto refrigerada con el motor prendido para su conservacion; como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo; recomendamos mirar los contenedores para almacenaje; la relacion calidad precio es mejor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Reefer > RH",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
60,simple,20RH ASIS,20 PIES,1,0,visible,NULL,"""Contenedores utilizados para almacenar mercaderia donde por diferente motivos; su temperatura debe ser menor a la normal y los contenedores que denominamos""""secos"""" no cuentan con el aislamiento que permita esto. Los contenedores contenedores no tienen el motor funcionando pero si tiene la estructura en optimas condiciones. ""
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Reefer > RH",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
61,simple,20RH NEW,20 PIES,1,0,visible,NULL,"Contenedores frigorificos; estos contenedores podemos usarlos para todo tipo de mercaderia; tanto refrigerada con el motor prendido para su conservacion; como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo; recomendamos mirar los contenedores para almacenaje; la relacion calidad precio es mejor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Reefer > RH",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
62,simple,20RH 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores frigorificos; estos contenedores podemos usarlos para todo tipo de mercaderia; tanto refrigerada con el motor prendido para su conservacion; como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo; recomendamos mirar los contenedores para almacenaje; la relacion calidad precio es mejor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Reefer > RH",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
63,simple,20FR CW,20 PIES,1,0,visible,NULL,"Contenedores utilziados para carga dimensionada; donde el alto supera el permitido para los contenedores normales. 
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Special > FR",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
64,simple,20FR ASIS,20 PIES,1,0,visible,NULL,"Contenedores que pueden usarse para poner mercarderia sobre dimensionada; te recomendamos por la condicion que estan; un contenedor 20 Open Top dentro de nuestra seccion de especiales. Te aportara lo mismo y aun mas proteccion en los laterales.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Special > FR",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
65,simple,20FR NEW,20 PIES,1,0,visible,NULL,"Contenedores utilziados para carga dimensionada; donde el alto supera el permitido para los contenedores normales. 
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Special > FR",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
66,simple,20OS CW,20 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Estos contenedores son muy especiales por que cuentas con puertas en los laterales y te permiten retirar desde el lateral. Puede servir para espacio o modalidades de almacenaje que debes contar con una manera de almacenar y retirar mercaderia por los costados.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Special > OS",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
67,simple,20OS ASIS,20 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Estos contenedores son muy especiales por que cuentas con puertas en los laterales y te permiten retirar desde el lateral. Puede servir para espacio o modalidades de almacenaje que debes contar con una manera de almacenar y retirar mercaderia por los costados.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Special > OS",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
68,simple,20OS NEW,20 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Estos contenedores son muy especiales por que cuentas con puertas en los laterales y te permiten retirar desde el lateral. Puede servir para espacio o modalidades de almacenaje que debes contar con una manera de almacenar y retirar mercaderia por los costados.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Special > OS",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
69,simple,20OT CW,20 PIES,1,0,visible,NULL,"Contenedores para aptos para carga maritima; cuentan con una lona montable y desmondable que permite al usuario almacenar carga dimensionada o bien; cargar por arriba la mercaderia y no necesariamente por las puertas.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Special > OT",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
70,simple,20OT ASIS,20 PIES,1,0,visible,NULL,"Contenedores para aptos para carga maritima; cuentan con una lona montable y desmondable que permite al usuario almacenar carga dimensionada o bien; cargar por arriba la mercaderia y no necesariamente por las puertas.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Special > OT",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
71,simple,20OT NEW,20 PIES,1,0,visible,NULL,"Contenedores para aptos para carga maritima; cuentan con una lona montable y desmondable que permite al usuario almacenar carga dimensionada o bien; cargar por arriba la mercaderia y no necesariamente por las puertas.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Special > OT",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
72,simple,20OT REBUILT,20 PIES,1,0,visible,NULL,"Contenedores para aptos para carga maritima; cuentan con una lona montable y desmondable que permite al usuario almacenar carga dimensionada o bien; cargar por arriba la mercaderia y no necesariamente por las puertas.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > REBUILT, general > Special > OT",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
73,simple,20TK CW,20 PIES,1,0,visible,NULL,"Contenedores para transporte de liquidos o a granel
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Special > TK",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
74,simple,20TK ASIS,20 PIES,1,0,visible,NULL,"Estos contenedores estan en condicion sin revisar; recomendamos siempre optar por los aptos para carga; que permitiran utilizarlos para exportacion.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > ASIS, general > Special > TK",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
75,simple,20TK NEW,20 PIES,1,0,visible,NULL,"Contenedores para transporte de liquidos o a granel
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Special > TK",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
76,simple,20DC DD CW,20 PIES,1,0,visible,NULL,"Contenedores que cuentan con doble puerta; tanto por el frente como por la parte trasera
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Special > DC DD",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
77,simple,20DC DD NEW,20 PIES,1,0,visible,NULL,"Contenedores que cuentan con doble puerta; tanto por el frente como por la parte trasera
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Special > DC DD",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
78,simple,20DC DD 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores que cuentan con doble puerta; tanto por el frente como por la parte trasera
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Special > DC DD",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,6.05,0,0
79,simple,20HC DD CW,20 PIES,1,0,visible,NULL,"Contenedores que cuentan con doble puerta; tanto por el frente como por la parte trasera
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > CW, general > Special > HC DD",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
80,simple,20HC DD NEW,20 PIES,1,0,visible,NULL,"Contenedores que cuentan con doble puerta; tanto por el frente como por la parte trasera
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > NEW, general > Special > HC DD",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
81,simple,20HC DD 1st Voyage,20 PIES,1,0,visible,NULL,"Contenedores que cuentan con doble puerta; tanto por el frente como por la parte trasera
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 20PIES, Condition > 1st Voyage, general > Special > HC DD",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,6.05,0,0
82,simple,40DC CW,40 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > CW, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,12.19,0,0
83,simple,40DC ASIS,40 PIES,1,0,visible,NULL,"Contenedores utilizados para almacenar mercaderia; expandir el espacio de almacenaje temporalmente como de manera fija. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada; sin duda es su relacion; calidad - precio es lo que que recomendamos para nuestros clientes.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > ASIS, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,12.19,0,0
84,simple,40DC NEW,40 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > NEW, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,12.19,0,0
85,simple,40DC 1st Voyage,40 PIES,1,0,visible,NULL,"Contenedores en excelente estado; vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga; modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > 1st Voyage, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,12.19,0,0
86,simple,40DC IICL,40 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado; suelen ser del 2010 al 2012
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > IICL, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,12.19,0,0
87,simple,40DC SCRAP,40 PIES,1,0,visible,NULL,"contenedores que han sufrido daños muy severos; desconocemos el daño especifico del contenedor; pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > SCRAP, general > Dry > DC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.59,12.19,0,0
88,simple,40HC CW,40 PIES,1,0,visible,NULL,"Contenedores que estan en condicion de aptos para carga; puedes utilizarlos tanto para almacenaje; modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
",NULL,NULL,taxable,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,"size > 40PIES, Condition > CW, general > Dry > HC",NULL,NULL,http://localhost/Silversea/wp-content/uploads/2020/04/CIMG0468.png,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,2.89,12.19,0,0
