SIZE	TIPO 1	TIPO 1 - Description	TIPO 2	TIPO 2 - Description	Condicion	Condition - Description	CODE SF	ID	Categoria	Imagenes	Ancho	Alto	Largo	Peso	Tara	container_description
8	Dry	Seco | Dry	DC	DRY Standard	1st Voyage	1er viaje | 1st voyage	8DC 1st Voyage	16	size > 8PIES; Condition > 1st Voyage; general > Dry > DC		2.43	2.59	2.2			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
8	Dry	Seco | Dry	DC	DRY Standard	IICL	IICL	8DC IICL	17	size > 8PIES; Condition > IICL; general > Dry > DC		2.43	2.59	2.2			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
8	Dry	Seco | Dry	DC	DRY Standard	SCRAP	Chatarra |Recycle	8DC SCRAP	18	size > 8PIES; Condition > SCRAP; general > Dry > DC		2.43	2.59	2.2			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
8	Dry	Seco | Dry	HC	High Cube	CW	Carga | Cargo Worthy	8HC CW	19	size > 8PIES; Condition > CW; general > Dry > HC		2.43	2.59	2.2			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
8	Dry	Seco | Dry	HC	High Cube	ASIS	Almacenaje / Modificacion | Storage	8HC ASIS	20	size > 8PIES; Condition > ASIS; general > Dry > HC		2.43	2.59	2.2			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
8	Dry	Seco | Dry	HC	High Cube	NEW	Nuevo | NEW	8HC NEW	21	size > 8PIES; Condition > NEW; general > Dry > HC		2.43	2.59	2.2			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
8	Dry	Seco | Dry	HC	High Cube	1st Voyage	1er viaje | 1st voyage	8HC 1st Voyage	22	size > 8PIES; Condition > 1st Voyage; general > Dry > HC		2.43	2.59	2.2			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
8	Dry	Seco | Dry	HC	High Cube	IICL	IICL	8HC IICL	23	size > 8PIES; Condition > IICL; general > Dry > HC		2.43	2.59	2.2			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
8	Dry	Seco | Dry	HC	High Cube	SCRAP	Chatarra |Recycle	8HC SCRAP	24	size > 8PIES; Condition > SCRAP; general > Dry > HC		2.43	2.59	2.2			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
10	Dry	Seco | Dry	DC	DRY Standard	CW	Carga | Cargo Worthy	10DC CW	25	size > 10PIES; Condition > CW; general > Dry > DC		2.43	2.59	3.02			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
10	Dry	Seco | Dry	DC	DRY Standard	ASIS	Almacenaje / Modificacion | Storage	10DC ASIS	26	size > 10PIES; Condition > ASIS; general > Dry > DC		2.43	2.59	3.02			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
10	Dry	Seco | Dry	DC	DRY Standard	NEW	Nuevo | NEW	10DC NEW	27	size > 10PIES; Condition > NEW; general > Dry > DC		2.43	2.59	3.02			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
10	Dry	Seco | Dry	DC	DRY Standard	1st Voyage	1er viaje | 1st voyage	10DC 1st Voyage	28	size > 10PIES; Condition > 1st Voyage; general > Dry > DC		2.43	2.59	3.02			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
10	Dry	Seco | Dry	DC	DRY Standard	IICL	IICL	10DC IICL	29	size > 10PIES; Condition > IICL; general > Dry > DC		2.43	2.59	3.02			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
10	Dry	Seco | Dry	DC	DRY Standard	SCRAP	Chatarra |Recycle	10DC SCRAP	30	size > 10PIES; Condition > SCRAP; general > Dry > DC		2.43	2.59	3.02			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
10	Dry	Seco | Dry	HC	High Cube	CW	Carga | Cargo Worthy	10HC CW	31	size > 10PIES; Condition > CW; general > Dry > HC		2.43	2.59	3.02			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
10	Dry	Seco | Dry	HC	High Cube	ASIS	Almacenaje / Modificacion | Storage	10HC ASIS	32	size > 10PIES; Condition > ASIS; general > Dry > HC		2.43	2.59	3.02			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
10	Dry	Seco | Dry	HC	High Cube	NEW	Nuevo | NEW	10HC NEW	33	size > 10PIES; Condition > NEW; general > Dry > HC		2.43	2.59	3.02			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
10	Dry	Seco | Dry	HC	High Cube	1st Voyage	1er viaje | 1st voyage	10HC 1st Voyage	34	size > 10PIES; Condition > 1st Voyage; general > Dry > HC		2.43	2.59	3.02			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija en espacios limitados. Quienes compran estos contenedores les importa especialmente la estetica, disponemos de varios colores, aunque, al ser tan especiales, suelen hacerse por encargo.
10	Dry	Seco | Dry	HC	High Cube	IICL	IICL	10HC IICL	35	size > 10PIES; Condition > IICL; general > Dry > HC		2.43	2.59	3.02			Contenedores utilizados para almacenar, mercaderia, expandier espacio temporal en tu empresa o casa. Los contenedores estan usados, aunque en general siempre tenemos nuevos para este producto tan especial
10	Dry	Seco | Dry	HC	High Cube	SCRAP	Chatarra |Recycle	10HC SCRAP	36	size > 10PIES; Condition > SCRAP; general > Dry > HC		2.43	2.59	3.02			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
20	Dry	Seco | Dry	DC	DRY Standard	CW	Carga | Cargo Worthy	20DC CW	37	size > 20PIES; Condition > CW; general > Dry > DC		2.43	2.59	6.05			Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
20	Dry	Seco | Dry	DC	DRY Standard	ASIS	Almacenaje / Modificacion | Storage	20DC ASIS	38	size > 20PIES; Condition > ASIS; general > Dry > DC		2.43	2.59	6.05			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada, sin duda es su relacion, calidad - precio es lo que que recomendamos para nuestros clientes.
20	Dry	Seco | Dry	DC	DRY Standard	NEW	Nuevo | NEW	20DC NEW	39	size > 20PIES; Condition > NEW; general > Dry > DC		2.43	2.59	6.05			Contenedores en excelente estado, vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga, modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
20	Dry	Seco | Dry	DC	DRY Standard	1st Voyage	1er viaje | 1st voyage	20DC 1st Voyage	40	size > 20PIES; Condition > 1st Voyage; general > Dry > DC		2.43	2.59	6.05			Contenedores en excelente estado, vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga, modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
20	Dry	Seco | Dry	DC	DRY Standard	IICL	IICL	20DC IICL	41	size > 20PIES; Condition > IICL; general > Dry > DC		2.43	2.59	6.05			Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado, suelen ser del 2010 al 2012
20	Dry	Seco | Dry	DC	DRY Standard	SCRAP	Chatarra |Recycle	20DC SCRAP	42	size > 20PIES; Condition > SCRAP; general > Dry > DC		2.43	2.59	6.05			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
20	Dry	Seco | Dry	HC	High Cube	CW	Carga | Cargo Worthy	20HC CW	43	size > 20PIES; Condition > CW; general > Dry > HC		2.43	2.89	6.05			Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
20	Dry	Seco | Dry	HC	High Cube	ASIS	Almacenaje / Modificacion | Storage	20HC ASIS	44	size > 20PIES; Condition > ASIS; general > Dry > HC		2.43	2.89	6.05			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Tambien puedes modificarlo y hacer una casa, oficina o cualquier proyecto modular que te haga ilucion, ayudando al medio ambiente y a ser mas ecofriendly. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada, por su relacion, calidad - precio, es lo que que recomendamos para nuestros clientes.
20	Dry	Seco | Dry	HC	High Cube	NEW	Nuevo | NEW	20HC NEW	45	size > 20PIES; Condition > NEW; general > Dry > HC		2.43	2.89	6.05			Contenedores en excelente estado, vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga, modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
20	Dry	Seco | Dry	HC	High Cube	1st Voyage	1er viaje | 1st voyage	20HC 1st Voyage	46	size > 20PIES; Condition > 1st Voyage; general > Dry > HC		2.43	2.89	6.05			Contenedores en excelente estado, vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga, modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
20	Dry	Seco | Dry	HC	High Cube	IICL	IICL	20HC IICL	47	size > 20PIES; Condition > IICL; general > Dry > HC		2.43	2.89	6.05			Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado, suelen ser del 2010 al 2012
20	Dry	Seco | Dry	HC	High Cube	SCRAP	Chatarra |Recycle	20HC SCRAP	48	size > 20PIES; Condition > SCRAP; general > Dry > HC		2.43	2.89	6.05			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
20	Dry	Seco | Dry	HC PW	High Cube Palletwide	CW	Carga | Cargo Worthy	20HC PW CW	49	size > 20PIES; Condition > CW; general > Dry > HC PW		2.43	2.89	6.05			Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia
20	Dry	Seco | Dry	HC PW	High Cube Palletwide	ASIS	Almacenaje / Modificacion | Storage	20HC PW ASIS	50	size > 20PIES; Condition > ASIS; general > Dry > HC PW		2.43	2.89	6.05			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Tambien puedes modificarlo y hacer una casa, oficina o cualquier proyecto modular que te haga ilucion, ayudando al medio ambiente y a ser mas ecofriendly. Los contenedores tiene 15 años de uso y suelen presentar una estetica deteriorada, por su relacion, calidad - precio, es lo que que recomendamos para nuestros clientes.
20	Dry	Seco | Dry	HC PW	High Cube Palletwide	NEW	Nuevo | NEW	20HC PW NEW	51	size > 20PIES; Condition > NEW; general > Dry > HC PW		2.43	2.89	6.05			Contenedores en excelente estado, vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga, modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
20	Dry	Seco | Dry	HC PW	High Cube Palletwide	1st Voyage	1er viaje | 1st voyage	20HC PW 1st Voyage	52	size > 20PIES; Condition > 1st Voyage; general > Dry > HC PW		2.43	2.89	6.05			Contenedores en excelente estado, vinieron con carga desde donde los producimos en Asia y luego quedan vaciados en nuetros depositos. Son aptos para carga, modificarlos para casa u oficina o para almancenaje. A todo lo que te da un contenedor usado se le suma a estos la estetica como el punto mas alto.
20	Dry	Seco | Dry	HC PW	High Cube Palletwide	IICL	IICL	20HC PW IICL	53	size > 20PIES; Condition > IICL; general > Dry > HC PW		2.43	2.89	6.05			Contenedores que estan en condicion de aptos para carga, puedes utilizarlos tanto para almacenaje, modificacion aunque su mayor rendimiento y para lo que se destinan es para exportar mercaderia. La condicion IICL tiene como diferencia un certificado, suelen ser del 2010 al 2012
20	Dry	Seco | Dry	HC PW	High Cube Palletwide	SCRAP	Chatarra |Recycle	20HC PW SCRAP	54	size > 20PIES; Condition > SCRAP; general > Dry > HC PW		2.43	2.89	6.05			contenedores que han sufrido daños muy severos, desconocemos el daño especifico del contenedor, pero sabemos que no puede ser utilizado para almacenar ni exportar. Muy utilizado para chatarra o para clientes que necesitan utilizar las partes del contenedor.
20	Reefer	Refrigerado | Reefer	RF	Reefer Standard	CW	Carga | Cargo Worthy	20RF CW	55	size > 20PIES; Condition > CW; general > Reefer > RF		2.43	2.59	6.05			Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
20	Reefer	Refrigerado | Reefer	RF	Reefer Standard	ASIS	Almacenaje / Modificacion | Storage	20RF ASIS	56	size > 20PIES; Condition > ASIS; general > Reefer > RF		2.43	2.59	6.05			Contenedores utilizados para almacenar mercaderia donde por diferente motivos, su temperatura debe ser menor a la normal y los contenedores que denominamos"secos" no cuentan con el aislamiento que permita esto. Los contenedores contenedores no tienen el motor funcionando pero si tiene la estructura en optimas condiciones. 
20	Reefer	Refrigerado | Reefer	RF	Reefer Standard	NEW	Nuevo | NEW	20RF NEW	57	size > 20PIES; Condition > NEW; general > Reefer > RF		2.43	2.59	6.05			Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
20	Reefer	Refrigerado | Reefer	RF	Reefer Standard	1st Voyage	1er viaje | 1st voyage	20RF 1st Voyage	58	size > 20PIES; Condition > 1st Voyage; general > Reefer > RF		2.43	2.59	6.05			Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
20	Reefer	Refrigerado | Reefer	RH	Reefer High Cube	CW	Carga | Cargo Worthy	20RH CW	59	size > 20PIES; Condition > CW; general > Reefer > RH		2.43	2.89	6.05			Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
20	Reefer	Refrigerado | Reefer	RH	Reefer High Cube	ASIS	Almacenaje / Modificacion | Storage	20RH ASIS	60	size > 20PIES; Condition > ASIS; general > Reefer > RH		2.43	2.89	6.05			Contenedores utilizados para almacenar mercaderia donde por diferente motivos, su temperatura debe ser menor a la normal y los contenedores que denominamos"secos" no cuentan con el aislamiento que permita esto. Los contenedores contenedores no tienen el motor funcionando pero si tiene la estructura en optimas condiciones. 
20	Reefer	Refrigerado | Reefer	RH	Reefer High Cube	NEW	Nuevo | NEW	20RH NEW	61	size > 20PIES; Condition > NEW; general > Reefer > RH		2.43	2.89	6.05			Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
20	Reefer	Refrigerado | Reefer	RH	Reefer High Cube	1st Voyage	1er viaje | 1st voyage	20RH 1st Voyage	62	size > 20PIES; Condition > 1st Voyage; general > Reefer > RH		2.43	2.89	6.05			Contenedores frigorificos, estos contenedores podemos usarlos para todo tipo de mercaderia, tanto refrigerada con el motor prendido para su conservacion, como con el motor apagado para poder tener un aislamiento superior. En caso de usar para lo segundo, recomendamos mirar los contenedores para almacenaje, la relacion calidad precio es mejor.
20	Special	Special | Especiales	FR	Flat Rack	CW	Carga | Cargo Worthy	20FR CW	63	size > 20PIES; Condition > CW; general > Special > FR		2.43	2.89	6.05			Contenedores utilziados para carga dimensionada, donde el alto supera el permitido para los contenedores normales.
20	Special	Special | Especiales	FR	Flat Rack	ASIS	Almacenaje / Modificacion | Storage	20FR ASIS	64	size > 20PIES; Condition > ASIS; general > Special > FR		2.43	2.89	6.05			Contenedores que pueden usarse para poner mercarderia sobre dimensionada, te recomendamos por la condicion que estan, un contenedor 20 Open Top dentro de nuestra seccion de especiales. Te aportara lo mismo y aun mas proteccion en los laterales.
20	Special	Special | Especiales	FR	Flat Rack	NEW	Nuevo | NEW	20FR NEW	65	size > 20PIES; Condition > NEW; general > Special > FR		2.43	2.89	6.05			Contenedores utilziados para carga dimensionada, donde el alto supera el permitido para los contenedores normales.
20	Special	Special | Especiales	OS	Open side	CW	Carga | Cargo Worthy	20OS CW	66	size > 20PIES; Condition > CW; general > Special > OS		2.43	2.59	6.05			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Estos contenedores son muy especiales por que cuentas con puertas en los laterales y te permiten retirar desde el lateral. Puede servir para espacio o modalidades de almacenaje que debes contar con una manera de almacenar y retirar mercaderia por los costados.
20	Special	Special | Especiales	OS	Open side	ASIS	Almacenaje / Modificacion | Storage	20OS ASIS	67	size > 20PIES; Condition > ASIS; general > Special > OS		2.43	2.59	6.05			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Estos contenedores son muy especiales por que cuentas con puertas en los laterales y te permiten retirar desde el lateral. Puede servir para espacio o modalidades de almacenaje que debes contar con una manera de almacenar y retirar mercaderia por los costados.
20	Special	Special | Especiales	OS	Open side	NEW	Nuevo | NEW	20OS NEW	68	size > 20PIES; Condition > NEW; general > Special > OS		2.43	2.59	6.05			Contenedores utilizados para almacenar mercaderia, expandir el espacio de almacenaje temporalmente como de manera fija. Estos contenedores son muy especiales por que cuentas con puertas en los laterales y te permiten retirar desde el lateral. Puede servir para espacio o modalidades de almacenaje que debes contar con una manera de almacenar y retirar mercaderia por los costados.
20	Special	Special | Especiales	OT	Open Top	CW	Carga | Cargo Worthy	20OT CW	69	size > 20PIES; Condition > CW; general > Special > OT		2.43	2.59	6.05			Contenedores para aptos para carga maritima, cuentan con una lona montable y desmondable que permite al usuario almacenar carga dimensionada o bien, cargar por arriba la mercaderia y no necesariamente por las puertas.
